cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	4	ED0F73B3-09E2-E8F4-9C24-B94B56B306E3	1	1583904884	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	4	1F511BAD-69AD-F028-640E-AEECF1698D02	1	1583904889	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"1"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	5	43B36B96-E5C6-911F-E982-2F143F32AA02	1	1583904892	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	6	951028A6-42E4-2BBD-44DF-7C7C82BB3D93	1	1583904896	{"level":1,"stage":3,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	7	2B1C7827-95E0-3F3A-817E-6E145402083C	1	1583904905	{"level":2,"stage":1,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	8	D8BCADE1-AACB-7AB6-AA7E-F4CA994F0211	1	1583904920	{"level":2,"stage":2,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	9	93151FD3-9066-B295-D460-D48BE608B558	1	1583904934	{"level":2,"stage":3,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	10	087AFA1C-0CF6-67FB-1392-38A2D8E31D80	1	1583904957	{"level":3,"stage":1,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	11	B1601FC0-C144-E83F-F499-351C4100743F	1	1583904961	{"level":3,"stage":2,"hasCompleted":false,"replayCount":"0"}
3	D2F5FF7A-3BB8-8B2D-B6E0-458A02509731	6204527C-2787-CD8F-1DE5-BA09839A8170	12	F945CB2E-21C1-966C-9C60-21103C982442	1	1583904967	{"level":3,"stage":3,"hasCompleted":false,"replayCount":"0"}
